Date/Time,1022_O_RGSQ,1282_O_BCVW,1404_O_TROY,1502_O_BLPK,1639_O_ELIB,1741_O_PTBZ,1870_O_BLPK,1955_O_PETE,2071_O_NOSD,2281_O_HiPK,2319_O_DWNTN,2326_O_USCL,4321_O_HMTP,4431_O_WBG,4530_O_CNTP,5283_O_PTBZ,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6227_O_ELIB,7543_O_MILL,8284_O_SWPK,8749_O_CRFT,8941_O_MTLE
2017-02-18 05:00:00,,552.4,,,9473.466666666667,,,,3133.933333333333,6911.4,,1041.9333333333334,4293.4,,,3232.066666666666,,,,,5841.333333333332,8028.8,,
2017-02-18 05:15:00,,552.8,,,8757.866666666667,,,,3368.666666666666,6519.266666666666,,1005.1333333333333,4069.666666666666,,,2657.0666666666666,,,,,5436.866666666667,7379.533333333334,,
2017-02-18 05:30:00,,553.2,,,8287.933333333332,,,,3728.6,5012.866666666667,,964.8666666666667,4038.266666666667,,,2595.2,,,,,4756.2,7674.0666666666675,,
2017-02-18 05:45:00,,549.2666666666668,,,7945.266666666666,,,,3770.5333333333333,5751.133333333332,,944.9333333333333,3869.333333333334,,,2390.133333333333,,,,,4150.4,6532.733333333334,,
2017-02-18 06:00:00,,544.8666666666667,,,7424.866666666668,,,,3532.6,6363.533333333334,,900.5333333333333,3524.5333333333333,,,2275.133333333333,,,,,3692.933333333333,7382.9333333333325,,
2017-02-18 06:15:00,,528.4,,,6073.8,,,,3372.733333333333,5467.666666666667,,903.4,3327.266666666667,,,2352.4666666666667,,,,,3930.5333333333333,7645.333333333332,,
2017-02-18 06:30:00,,525.8666666666667,,,5642.333333333332,,,,3237.666666666666,4153.4,,949.6666666666665,3016.2,,,2408.2,,,,,3620.4666666666662,7366.333333333332,,
2017-02-18 06:45:00,,530.5333333333333,,,5027.133333333333,,,,3336.866666666667,3091.733333333333,,933.4666666666667,3093.2,,,1963.466666666667,,,,,3144.5333333333333,7489.866666666668,,
2017-02-18 07:00:00,,541.0666666666667,,,4788.733333333334,,,,3261.133333333333,2947.0,,938.5333333333333,3020.133333333333,,,1477.533333333333,,,,,2716.0,8042.0,,
2017-02-18 07:15:00,,560.9333333333333,,,4732.533333333334,,,,2995.866666666667,3513.4666666666667,,904.8,3516.4,,,1174.7333333333333,,,,,2581.333333333333,8306.0,,
2017-02-18 07:30:00,,571.0,,,4547.4,,,,2975.2,3376.4,,973.4666666666667,3506.0,,,1012.7333333333332,,,,,2366.133333333333,8167.2,,
2017-02-18 07:45:00,,561.6,,,4708.6,,,,3031.866666666667,3054.933333333333,,1002.8666666666667,2972.066666666666,,,952.0666666666667,,,,,2249.266666666667,6872.0666666666675,,
2017-02-18 08:00:00,,559.2,,,4896.733333333334,,,,2775.866666666667,2428.866666666667,,1504.7333333333331,3887.333333333334,,,890.5333333333333,,,,,1969.6,5757.2,,
2017-02-18 08:15:00,,555.0,,,4062.6,,,,2531.5333333333333,2828.333333333333,,990.4666666666667,2303.733333333333,,,758.8666666666667,,,,,1883.0,4459.666666666667,,
2017-02-18 08:30:00,,538.3333333333334,,,1738.666666666667,,,,2505.733333333333,2521.8,,842.0,1209.7333333333333,,,703.7333333333332,,,,,1975.8,4068.933333333333,,
2017-02-18 08:45:00,,531.4,,,929.0666666666667,,,,1717.4,2481.866666666667,,713.5333333333333,626.8666666666667,,,707.1333333333333,,,,,1935.9333333333332,3972.733333333333,,
