Date/Time,1040_O_MCCA,2071_O_NOSD,4124_O_FRONT,4431_O_WBG,4584_O_MOON,5571_O_BUFF,5662_O_DOWN,5679_O_BLOO,6227_O_ELIB,6386_O_SOSI,7543_O_MILL,7956_O_BELL
2016-11-11 02:15:00,626.8666666666667,606.2,,675.3333333333334,,532.6,,641.5333333333333,714.6666666666665,,,
2016-11-11 02:30:00,644.9333333333333,623.2,,668.0,,527.2,,669.1333333333333,726.4,,,
2016-11-11 02:45:00,649.8,616.1333333333333,,678.5333333333333,,518.7333333333332,,685.4666666666667,730.4,,,
2016-11-11 03:00:00,665.5333333333333,608.3333333333334,,693.9333333333333,,532.4,,697.3333333333335,743.2666666666668,,,
2016-11-11 03:15:00,680.0,612.2666666666668,,700.6666666666665,,540.5333333333333,,742.4666666666667,758.2666666666668,,,
2016-11-11 03:30:00,699.3333333333335,632.0,,699.0,,546.4666666666667,,766.8666666666667,775.4,,,
2016-11-11 03:45:00,716.2666666666668,638.8,,718.2,,553.8,,756.4,787.0,,,
2016-11-11 04:00:00,736.2666666666668,643.0,,723.8666666666667,,564.4666666666667,,776.6,804.2,,,
2016-11-11 04:15:00,768.1333333333333,686.4,,723.8666666666667,,580.4666666666667,,783.0,813.4,,,
2016-11-11 04:30:00,777.4,659.9333333333333,,774.0,,572.1333333333333,,817.8,858.4,,,
2016-11-11 04:45:00,798.8666666666667,667.0,,784.3333333333335,,589.2,,806.9333333333333,873.3333333333335,,,
2016-11-11 05:00:00,820.2,681.4,,816.7333333333332,,610.0,,835.2,895.4666666666667,,,
2016-11-11 05:15:00,818.7333333333332,695.8,,827.9333333333333,,611.6,,864.3333333333335,926.7333333333332,,,
2016-11-11 05:30:00,845.6,727.2,,842.8666666666667,,364.2,,888.6,947.4666666666667,,,
2016-11-11 05:45:00,888.7333333333332,734.6,,850.7333333333332,,505.0,,895.0666666666667,971.1333333333333,,,
2016-11-11 06:00:00,864.7333333333332,754.0666666666667,,872.0666666666667,,452.13333333333327,,933.6,999.2666666666668,,,
2016-11-11 06:15:00,895.8666666666667,791.0,,869.4,,692.8,,966.0666666666667,1007.0666666666667,,,
2016-11-11 06:30:00,893.4666666666667,827.3333333333335,,909.6666666666665,,721.8,,1030.3333333333333,1052.0,,,
2016-11-11 06:45:00,914.2666666666668,831.2666666666668,,958.0,,708.0666666666667,,1085.4666666666667,1073.5333333333333,,,
2016-11-11 07:00:00,932.7333333333332,872.2,,950.7333333333332,,756.6666666666665,,1153.4666666666667,1113.0666666666666,,,
2016-11-11 07:15:00,984.4,903.0,,994.0,,685.0,,1205.0,1162.3333333333333,,,
2016-11-11 07:30:00,1064.4,957.2,,1020.0666666666667,,718.8,,1250.1333333333334,1221.4,,,
2016-11-11 07:45:00,1163.2,1000.7333333333332,,1100.6,,668.6666666666666,,1284.4,1291.6,,,
2016-11-11 08:00:00,1204.6666666666667,1025.3333333333333,,1019.1333333333333,,643.7333333333332,,1306.8666666666666,1369.2,,,
2016-11-11 08:15:00,1257.2666666666667,1080.1333333333334,,882.7333333333332,,597.8,,1726.7333333333331,1419.0666666666666,,,
2016-11-11 08:30:00,1301.2,1176.1333333333334,,788.5333333333333,,541.2,,1365.2,1444.2,,,
2016-11-11 08:45:00,1368.0,1339.9333333333334,,806.3333333333335,,556.5333333333333,,1369.3333333333333,1453.2,,,
2016-11-11 09:00:00,1470.466666666667,1163.8666666666666,,849.4666666666667,,591.1333333333333,,1295.4,1498.333333333333,,,
2016-11-11 09:15:00,1498.2,1214.0,,704.8666666666667,,601.1333333333333,,1273.4666666666667,1576.333333333333,,,1008.8333333333335
2016-11-11 09:30:00,1399.8666666666666,1272.8,,631.6,,571.5333333333333,,1163.0666666666666,2157.8,,,1187.2666666666667
