Date/Time,2220_O_NSEW,8457_O_EDWD,5571_O_BUFF,2499_O_NOSD,5624_O_BUFF,6071_O_PHLL,5560_O_UPTN,7543_O_MILL,3746_O_BVFL,4530_O_CNTP,8797_O_GRTR,8941_O_DOWN,3881_O_SRRY,4431_O_WBG,2400_O_MRSD
2019-02-21 03:30:00,14.6,,12.0,35.8,12.0,,,,11.8,15.0666666667,,13.2666666667,,19.8666666667,39.5333333333
2019-02-21 03:45:00,14.6,,14.0,23.0666666667,14.0,,,,9.13333333333,13.8,,15.2666666667,,19.2666666667,26.7333333333
2019-02-21 04:00:00,15.4666666667,,13.2,15.2,13.2,,,,10.3333333333,10.9333333333,,16.8666666667,,17.1333333333,19.0
2019-02-21 04:15:00,16.5333333333,,12.0,11.4,12.0,,,,10.8,10.4666666667,,15.6666666667,,16.8666666667,17.8
2019-02-21 04:30:00,18.4,,11.3333333333,10.3333333333,11.3333333333,,,,11.5333333333,12.0,,17.0666666667,,19.6666666667,11.7333333333
2019-02-21 04:45:00,24.6,,11.7333333333,10.8666666667,11.7333333333,,,,11.7333333333,11.8,,17.8,,15.8,10.6
2019-02-21 05:00:00,26.7333333333,,12.9333333333,12.0,12.9333333333,,,,14.0666666667,13.1333333333,,19.6,,18.0666666667,13.0666666667
2019-02-21 05:15:00,26.2666666667,,13.2666666667,12.4,13.2666666667,,,,16.5333333333,14.2666666667,,19.7333333333,,21.3333333333,12.0666666667
2019-02-21 05:30:00,27.4,,14.0,12.4666666667,14.0,,,,16.1333333333,14.0,,27.4666666667,,20.2666666667,12.6
2019-02-21 05:45:00,25.8666666667,,12.2,13.4,12.2,,,,14.3333333333,15.5333333333,,28.9333333333,,20.7333333333,14.2
2019-02-21 06:00:00,24.6666666667,,12.5333333333,14.2,12.5333333333,,,,14.0,14.0,,26.3333333333,,20.0,15.4666666667
2019-02-21 06:15:00,29.0,,13.6,14.8666666667,13.6,,,,13.4,17.2666666667,,25.1333333333,,19.0666666667,15.2666666667
2019-02-21 06:30:00,34.7333333333,,15.3333333333,15.2666666667,15.3333333333,,,,15.7333333333,18.8666666667,,39.1333333333,,17.3333333333,19.2666666667
2019-02-21 06:45:00,39.2666666667,,14.5333333333,16.6666666667,14.5333333333,,,,15.6,21.2666666667,,25.9333333333,,18.8666666667,26.2666666667
2019-02-21 07:00:00,40.4,,15.0,19.6,15.0,,,,16.8,22.9333333333,,24.5333333333,,19.1333333333,21.4666666667
2019-02-21 07:15:00,42.0,,15.2666666667,21.4666666667,15.2666666667,,,,16.9333333333,23.4666666667,,44.8,,19.6,21.4666666667
2019-02-21 07:30:00,40.9333333333,,16.2,32.0,16.2,,,,16.5333333333,22.6,,24.6666666667,,20.7333333333,22.6666666667
2019-02-21 07:45:00,33.3333333333,,17.2,25.0666666667,17.2,,,,16.1333333333,19.5333333333,,22.1333333333,,21.1333333333,22.2
2019-02-21 08:00:00,16.0666666667,,18.4666666667,26.2666666667,18.4666666667,,,,17.6666666667,17.7333333333,,24.4,,22.0666666667,21.2
2019-02-21 08:15:00,11.4,,17.9333333333,26.1333333333,17.9333333333,,,,15.1333333333,21.4,,26.3333333333,,22.4666666667,23.1333333333
2019-02-21 08:30:00,13.4,,18.2666666667,28.8666666667,18.2666666667,,,,14.9333333333,20.1333333333,,22.0666666667,,21.6666666667,26.4666666667
2019-02-21 08:45:00,17.9333333333,,19.4,27.2666666667,19.4,,,,14.2666666667,24.8666666667,,22.0,,24.6666666667,22.8666666667
2019-02-21 09:00:00,17.0,,17.6,25.3333333333,17.6,,,,14.2666666667,25.2666666667,,35.0666666667,,26.4666666667,22.2666666667
2019-02-21 09:15:00,11.8666666667,,13.9333333333,27.8,13.9333333333,,,,13.2666666667,18.2,,39.4,,22.4666666667,22.4
2019-02-21 09:30:00,12.9333333333,,14.0,21.4666666667,14.0,,,,15.7333333333,16.3333333333,,36.0666666667,,22.5333333333,20.5333333333
2019-02-21 09:45:00,10.5333333333,,13.0,18.2666666667,13.0,,,,15.4666666667,16.2,,43.1333333333,,16.9333333333,16.6
2019-02-21 10:00:00,10.2666666667,,10.9333333333,17.4666666667,10.9333333333,,,,14.4,17.0,,55.9333333333,,17.1333333333,16.7333333333
2019-02-21 10:15:00,9.73333333333,,10.6,20.0666666667,10.6,,,,15.6,19.6,,47.0,,18.4666666667,17.6
2019-02-21 10:30:00,8.73333333333,,12.0,19.0,12.0,,,,16.2,19.8666666667,,45.2666666667,,18.8,16.5333333333
2019-02-21 10:45:00,10.4,,10.1333333333,22.0666666667,10.1333333333,,14.375,,18.6,19.0666666667,,53.7333333333,,19.9333333333,16.0
2019-02-21 11:00:00,9.86666666667,,11.5333333333,21.4,11.5333333333,,15.1333333333,,18.1333333333,17.9333333333,,39.4666666667,,20.0666666667,18.0666666667
2019-02-21 11:15:00,9.4,,12.5333333333,17.1333333333,12.5333333333,,16.4,,19.2,15.8666666667,,30.6,,22.4666666667,17.8666666667
2019-02-21 11:30:00,9.8,,14.1333333333,18.6666666667,14.1333333333,,15.9333333333,,25.6,22.2,25.6666666667,40.3333333333,,17.5333333333,17.9333333333
2019-02-21 11:45:00,8.6,,15.4,17.0666666667,15.4,,16.5333333333,,25.6,19.8,18.9333333333,150.066666667,,17.9333333333,18.1333333333
2019-02-21 12:00:00,9.0,,16.0,18.7333333333,16.0,,17.4666666667,,21.0,20.5333333333,19.9333333333,59.0,,22.5333333333,16.7333333333
2019-02-21 12:15:00,9.4,,15.2666666667,20.1333333333,15.2666666667,,17.8666666667,,20.5333333333,19.8,19.4,32.0,,21.0666666667,17.6666666667
2019-02-21 12:30:00,9.53333333333,,15.2,17.6666666667,15.2,,16.3333333333,,24.8666666667,20.4,20.0666666667,57.4,,17.9333333333,17.0
2019-02-21 12:45:00,15.3333333333,,15.4,19.4666666667,15.4,,16.8,,25.2666666667,19.7333333333,19.4,60.6666666667,,18.4,20.1333333333
