Date/Time,2963_O_LWCV,5938_O_SOSD,2427_O_ELIB,1955_O_PETE,7543_O_MILL,4645_O_SOSD,6227_O_ELIB,5624_O_BUFF,5571_O_BUFF,4431_O_WBG,8185_O_SWPK,8581_O_SOSD
2016-08-25 05:45:00,,36.333333333333336,,,72.66666666666667,53.333333333333336,60.733333333333334,,,,104.0,53.6
2016-08-25 06:00:00,,35.8,,,56.2,49.0,61.4,,,,114.93333333333334,51.13333333333333
2016-08-25 06:15:00,,43.4,,,57.2,52.2,60.46666666666667,,,,83.53333333333333,53.0
2016-08-25 06:30:00,,39.266666666666666,,,55.666666666666664,52.266666666666666,66.4,,,,77.6,58.333333333333336
2016-08-25 06:45:00,,47.733333333333334,,,59.13333333333333,53.733333333333334,64.2,,,,84.53333333333333,57.86666666666667
2016-08-25 07:00:00,,44.733333333333334,,,55.333333333333336,54.666666666666664,61.53333333333333,,,,81.53333333333333,58.666666666666664
2016-08-25 07:15:00,,41.13333333333333,,,59.06666666666667,54.46666666666667,63.93333333333333,,,,97.0,58.86666666666667
2016-08-25 07:30:00,,56.13333333333333,,,65.06666666666666,56.4,60.4,,,,85.66666666666667,59.86666666666667
2016-08-25 07:45:00,,41.46666666666667,,,62.13333333333333,66.26666666666667,58.2,,,,79.86666666666666,70.93333333333334
2016-08-25 08:00:00,,42.4,,,62.8,59.333333333333336,61.666666666666664,,,,73.8,65.0
2016-08-25 08:15:00,,43.666666666666664,,,62.93333333333333,52.733333333333334,72.53333333333333,,,,74.33333333333333,57.733333333333334
2016-08-25 08:30:00,,46.733333333333334,,,69.93333333333334,57.93333333333333,76.46666666666667,,,,71.6,58.13333333333333
2016-08-25 08:45:00,,46.733333333333334,,,70.26666666666667,52.86666666666667,68.26666666666667,,,,72.46666666666667,57.86666666666667
2016-08-25 09:00:00,,49.13333333333333,,,73.73333333333333,52.2,68.93333333333334,,,,78.73333333333333,57.6
2016-08-25 09:15:00,,48.6,,,67.2,53.6,68.66666666666667,,,,79.06666666666666,57.666666666666664
2016-08-25 09:30:00,,49.6,,,72.53333333333333,55.8,65.53333333333333,,,,64.26666666666667,65.4
2016-08-25 09:45:00,,49.4,,,67.93333333333334,57.2,68.6,,,,58.6,62.2
2016-08-25 10:00:00,,47.266666666666666,,,63.266666666666666,51.46666666666667,69.0,,,,54.13333333333333,56.86666666666667
2016-08-25 10:15:00,,47.53333333333333,,,58.46666666666667,48.53333333333333,61.4,,,,55.733333333333334,58.2
2016-08-25 10:30:00,,46.53333333333333,,,60.06666666666667,40.8,63.2,,,,51.333333333333336,54.13333333333333
2016-08-25 10:45:00,,46.13333333333333,,,56.06666666666667,37.53333333333333,59.46666666666667,,,,54.06666666666667,49.53333333333333
2016-08-25 11:00:00,,45.333333333333336,,,47.86666666666667,35.333333333333336,55.86666666666667,,,,45.93333333333333,45.266666666666666
2016-08-25 11:15:00,,44.13333333333333,,,47.6,34.06666666666667,49.733333333333334,,,,50.733333333333334,42.266666666666666
2016-08-25 11:30:00,,41.266666666666666,,,43.333333333333336,31.8,49.666666666666664,,,,44.0,39.333333333333336
2016-08-25 11:45:00,,40.8,,,40.86666666666667,25.4,47.333333333333336,,,,42.333333333333336,35.4
2016-08-25 12:00:00,,41.86666666666667,,,41.53333333333333,25.133333333333333,44.0,,,,43.2,35.2
2016-08-25 12:15:00,,39.733333333333334,,,36.06666666666667,28.266666666666666,42.46666666666667,,,,42.13333333333333,37.13333333333333
