Date/Time,1441_O_CARN,1502_O_BLPK,1712_O_SQHS,2071_O_NOSD,3037_O_BLPK,4431_O_WBG,4530_O_CNTP,5571_O_BUFF,5624_O_BUFF,5679_O_BLOO,6582_O_OAKD,7075_O_BLOO,8941_O_MTLE
2018-02-09 23:30:00,2881.6,,7163.266666666666,,1216.8,2662.133333333333,1090.0666666666666,929.5333333333333,929.5333333333333,,5963.333333333332,,3500.733333333333
2018-02-09 23:45:00,1536.1333333333334,,6232.666666666668,,1180.5333333333333,4126.333333333333,923.8,811.5333333333333,811.5333333333333,,4772.4,,3434.2
2018-02-10 00:00:00,1526.2666666666669,,6382.133333333332,,1230.7333333333333,3053.933333333333,1012.4666666666667,858.8666666666667,858.8666666666667,,4480.466666666666,,3528.133333333333
2018-02-10 00:15:00,1454.333333333333,,5905.0666666666675,,1255.7333333333333,2994.4666666666667,1534.8,883.0,883.0,,4527.0,,3847.066666666666
2018-02-10 00:30:00,1342.2,,4454.266666666666,,1289.2,3519.4,2007.666666666667,850.6,850.6,,4182.0,,3977.0
2018-02-10 00:45:00,1337.2666666666667,,3226.133333333333,,1332.1333333333334,1765.466666666667,2125.0666666666666,832.5333333333333,832.5333333333333,,4042.333333333334,,4257.8
2018-02-10 01:00:00,1346.9333333333334,,2144.4,,1411.0666666666666,1255.3333333333333,2898.5333333333333,835.6,835.6,,4030.866666666667,,4024.933333333333
2018-02-10 01:15:00,2496.6666666666665,,2077.5333333333333,,1459.4,1221.7333333333333,2272.333333333333,817.0,817.0,,3873.666666666666,,4059.133333333333
2018-02-10 01:30:00,4719.8,,2518.0,,1542.8666666666666,1088.1333333333334,2368.333333333333,828.7333333333332,828.7333333333332,,4075.266666666667,,4237.933333333333
2018-02-10 01:45:00,1825.8,,2940.266666666667,,1539.2,1040.2666666666667,2980.733333333333,841.8666666666667,841.8666666666667,,4471.6,,4262.066666666667
2018-02-10 02:00:00,1339.8,,3277.4,,1502.466666666667,1057.6,3691.4,862.5333333333333,862.5333333333333,,4636.533333333334,,4363.6
2018-02-10 02:15:00,1455.8,,3397.4,,1475.6,1003.0666666666667,3507.733333333333,862.1333333333333,862.1333333333333,,4604.066666666667,,4141.2
2018-02-10 02:30:00,1344.2666666666667,,2488.5333333333333,,1603.4,999.4,3125.733333333333,869.5333333333333,869.5333333333333,,4591.733333333334,,4048.4666666666662
2018-02-10 02:45:00,1320.7333333333333,923.6428571428572,1795.4,,1790.4,1065.8,4551.133333333333,900.4,900.4,,4278.133333333333,,4225.133333333333
2018-02-10 03:00:00,1341.2,918.5333333333333,1785.2666666666669,,1711.333333333333,1102.4666666666667,6422.533333333334,890.9333333333333,890.9333333333333,,4040.6,,4415.933333333333
