Date/Time,1342_O_CLRN,7218_O_ETNA,8029_O_ETNA,2384_O_MILL,5571_O_BUFF,5624_O_BUFF,4880_O_DOWN,5651_O_SHRP,4365_O_ETNA,2071_O_NOSD,4431_O_WBG,6959_O_BRHT,5106_O_ETNA,8119_O_SHRP,4135_O_SHRP,1754_O_SHRP,8457_O_NSEW,8749_O_CNTP
2019-07-26 01:45:00,,,,,1856.5333333333333,1856.5333333333333,,,,,,8495.933333333332,,1134.0,1134.0,,,
2019-07-26 02:00:00,,,,,1840.3333333333333,1840.3333333333333,,,,,,8876.133333333333,,1093.5333333333333,1093.5333333333333,,,
2019-07-26 02:15:00,,,,,1812.0,1812.0,,,,,,9060.933333333332,,1117.6,1117.6,,,
2019-07-26 02:30:00,,,,,1849.9333333333334,1849.9333333333334,,,,,,9128.0,,1162.4,1162.4,,,
2019-07-26 02:45:00,,,,,1854.1333333333334,1854.1333333333334,,,,,,9179.133333333333,,1171.5333333333333,1171.5333333333333,,,
2019-07-26 03:00:00,,,,,1902.7333333333333,1902.7333333333333,,,,,,9322.066666666668,,1123.4666666666667,1123.4666666666667,,,
2019-07-26 03:15:00,,,,,1864.3333333333333,1864.3333333333333,,,,,,9309.266666666666,,1142.8666666666666,1142.8666666666666,,,
2019-07-26 03:30:00,,,,,1902.8,1902.8,,,,,,9412.666666666666,,1132.8666666666666,1132.8666666666666,,,
2019-07-26 03:45:00,,,,,1909.6,1909.6,,,,,,9351.466666666667,,1118.0666666666666,1118.0666666666666,,,
2019-07-26 04:00:00,,,,,1962.2666666666667,1962.2666666666667,,,,,,9381.733333333334,,1169.0,1169.0,,,
2019-07-26 04:15:00,,,,,1910.0,1910.0,,,,,,9381.466666666667,,1276.0666666666666,1276.0666666666666,,,
2019-07-26 04:30:00,,,,,2004.6666666666667,2004.6666666666667,,,,,,9414.333333333334,,1268.0,1268.0,,,
2019-07-26 04:45:00,,,,,1938.5333333333333,1938.5333333333333,,,,,,9453.066666666668,,1300.6,1300.6,,,
2019-07-26 05:00:00,,,,,1923.8666666666666,1923.8666666666666,,,,,,9457.333333333334,,1446.3333333333333,1446.3333333333333,,,
2019-07-26 05:15:00,,,,,1952.0,1952.0,,,,,,9548.066666666668,,1388.2666666666667,1388.2666666666667,,,
2019-07-26 05:30:00,,,,,2004.2666666666667,2004.2666666666667,,,,,,9565.266666666666,,1354.9333333333334,1354.9333333333334,,,
2019-07-26 05:45:00,,,,,2076.3333333333335,2076.3333333333335,,,,,,9525.266666666666,,1371.3333333333333,1371.3333333333333,,,
2019-07-26 06:00:00,,,,,2003.2666666666667,2003.2666666666667,,,,,,9512.866666666667,,1404.8,1404.8,,,
2019-07-26 06:15:00,,,,,1968.6666666666667,1968.6666666666667,,,,,,9591.2,,1359.8,1359.8,,,
2019-07-26 06:30:00,,,,,1799.3333333333333,1799.3333333333333,,,,,,9531.733333333334,,1337.6,1337.6,,,
2019-07-26 06:45:00,,,,,1647.5333333333333,1647.5333333333333,,,,,,9500.466666666667,,1403.0666666666666,1403.0666666666666,,,
2019-07-26 07:00:00,,,,,1414.9333333333334,1414.9333333333334,,,,,,9499.933333333332,,1443.5333333333333,1443.5333333333333,,,
2019-07-26 07:15:00,,,,,1342.0,1342.0,,,,,,9596.2,,1415.8,1415.8,,,
2019-07-26 07:30:00,,,,,1315.2,1315.2,,,,,,9508.0,,1488.2,1488.2,,,
2019-07-26 07:45:00,,,,,1161.8,1161.8,,,,,,9508.2,,1685.8666666666666,1685.8666666666666,,,
2019-07-26 08:00:00,,,,,1178.2,1178.2,,,,,,9757.333333333334,,1660.1333333333334,1660.1333333333334,,,
