Date/Time,1356_O_MTLE,7881_O_PLHL,5825_O_BADN,4052_O_GNFD,3268_O_BLOO,4654_O_SQHL,6486_O_HIPK
2015-10-26 13:30:00,61.5,14.0,9.133333333333333,11.4,15.333333333333334,22.0,24.466666666666665
2015-10-26 13:45:00,23.266666666666666,13.066666666666666,9.333333333333334,12.533333333333333,15.066666666666666,22.866666666666667,29.866666666666667
2015-10-26 14:00:00,22.466666666666665,13.733333333333333,10.533333333333333,13.733333333333333,17.333333333333332,47.266666666666666,29.8
2015-10-26 14:15:00,22.333333333333332,17.866666666666667,13.466666666666667,10.2,23.466666666666665,39.93333333333333,30.533333333333335
2015-10-26 14:30:00,20.466666666666665,22.533333333333335,25.133333333333333,13.933333333333334,23.2,27.4,33.46666666666667
2015-10-26 14:45:00,22.133333333333333,27.733333333333334,21.933333333333334,13.0,18.333333333333332,22.733333333333334,29.466666666666665
2015-10-26 15:00:00,22.466666666666665,23.866666666666667,14.266666666666667,14.2,20.6,28.0,36.333333333333336
2015-10-26 15:15:00,21.066666666666666,25.466666666666665,13.066666666666666,15.133333333333333,25.866666666666667,21.866666666666667,36.53333333333333
2015-10-26 15:30:00,22.933333333333334,26.8,13.2,14.0,25.266666666666666,22.533333333333335,47.6
2015-10-26 15:45:00,20.133333333333333,22.2,11.866666666666667,13.2,23.466666666666665,24.466666666666665,45.46666666666667
2015-10-26 16:00:00,24.266666666666666,19.8,11.933333333333334,16.466666666666665,24.6,21.6,47.8
2015-10-26 16:15:00,22.133333333333333,30.2,11.466666666666667,20.666666666666668,26.466666666666665,31.466666666666665,51.53333333333333
2015-10-26 16:30:00,27.733333333333334,24.933333333333334,12.333333333333334,24.6,32.333333333333336,17.466666666666665,53.53333333333333
2015-10-26 16:45:00,47.266666666666666,22.8,13.4,21.466666666666665,25.333333333333332,22.2,47.0
2015-10-26 17:00:00,165.26666666666668,21.466666666666665,23.4,15.466666666666667,24.2,31.533333333333335,40.13333333333333
2015-10-26 17:15:00,30.4,23.533333333333335,17.733333333333334,18.0,22.066666666666666,23.0,55.333333333333336
2015-10-26 17:30:00,50.93333333333333,145.73333333333332,16.333333333333332,16.866666666666667,24.066666666666666,28.533333333333335,51.93333333333333
2015-10-26 17:45:00,28.2,182.53333333333333,18.133333333333333,23.8,27.8,31.866666666666667,49.0
2015-10-26 18:00:00,23.333333333333332,44.666666666666664,54.266666666666666,23.066666666666666,25.133333333333333,33.06666666666667,49.4
2015-10-26 18:15:00,28.066666666666666,155.33333333333334,22.466666666666665,27.0,24.733333333333334,30.0,50.4
2015-10-26 18:30:00,28.533333333333335,39.666666666666664,22.733333333333334,23.266666666666666,23.866666666666667,33.93333333333333,52.46666666666667
2015-10-26 18:45:00,37.8,60.53333333333333,25.933333333333334,23.2,25.733333333333334,41.06666666666667,48.46666666666667
2015-10-26 19:00:00,41.666666666666664,67.8,22.266666666666666,31.0,26.866666666666667,25.466666666666665,50.53333333333333
2015-10-26 19:15:00,42.53333333333333,75.4,25.4,32.86666666666667,23.333333333333332,27.4,59.266666666666666
2015-10-26 19:30:00,40.06666666666667,87.0,29.333333333333332,34.4,30.333333333333332,28.866666666666667,74.6
2015-10-26 19:45:00,43.8,70.46666666666667,49.0,30.066666666666666,23.4,35.2,63.666666666666664
2015-10-26 20:00:00,45.2,53.2,34.8,28.4,25.266666666666666,36.333333333333336,67.06666666666666
2015-10-26 20:15:00,50.53333333333333,56.733333333333334,38.8,29.4,26.266666666666666,37.46666666666667,83.6
2015-10-26 20:30:00,46.4,51.4,39.06666666666667,41.93333333333333,29.8,41.333333333333336,82.26666666666667
2015-10-26 20:45:00,41.666666666666664,40.06666666666667,46.13333333333333,54.86666666666667,29.733333333333334,52.13333333333333,84.86666666666666
2015-10-26 21:00:00,41.8,38.13333333333333,48.733333333333334,56.0,30.666666666666668,63.86666666666667,101.13333333333334
2015-10-26 21:15:00,40.13333333333333,40.4,68.46666666666667,54.93333333333333,35.13333333333333,60.733333333333334,142.6
2015-10-26 21:30:00,38.8,46.6,70.13333333333334,101.73333333333333,40.06666666666667,56.4,168.8
2015-10-26 21:45:00,43.2,42.93333333333333,71.46666666666667,31.4,50.733333333333334,43.2,137.46666666666667
2015-10-26 22:00:00,43.4,48.8,75.2,28.333333333333332,55.733333333333334,30.2,146.93333333333334
